Yuri Manin,Yuri Tschinkel,Russian
Yuriy Drozd,Volodymyr Mazorchuk,Ukrainian
Patrick X. Gallagher,Dorian M. Goldfeld,
Ram Murty,Chantal David,
Ram Murty,Alina Carmen Cojocaru,
Frank Morley,Harry Bateman,
Frank Morley,Leonard Blumenthal,
Frank Morley,Arthur Coble,
Frank Morley,Teresa Cohen,
Frank Morley,Francis Murnaghan,
Frank Morley,Boyd Patterson,
Frank Morley,Mabel M. Young,
Clifford Truesdell,Walter Noll,
E. H. Moore,Leonard Eugene Dickson,American
E. H. Moore,George David Birkhoff,American
E. H. Moore,George Birkhoff,American
E. H. Moore,T. H. Hildebrandt,American
E. H. Moore,Derrick Norman Lehmer,American
E. H. Moore,Robert Lee Moore,American
E. H. Moore,Oswald Veblen,American
E. H. Moore,Anna Wheeler,American
E. H. Moore,L. E. Dickson,American
E. H. Moore,Leonard Dickson,American
E. H. Moore,R. L. Moore,American
Abraham Adrian Albert,Richard Block,American
Abraham Adrian Albert,Nathan Divinsky,American
Abraham Adrian Albert,Murray Gerstenhaber,American
Abraham Adrian Albert,Anatol Rapaport,American
Abraham Adrian Albert,Richard D. Schafer,American
Abraham Adrian Albert,Daniel Zelinsky,American
Burton W. Jones,Irving Reiner,
Burton W. Jones,Mary P. Dolciani,
Burton W. Jones,William J. LeVeque,
Ivan M. Niven,Margaret Maxfield,
Arnold Ross,Charles Misner,
Arnold Ross,Charles W. Misner,
Arnold Ross,Charles William Misner,
Johann Friedrich Pfaff,Carl Friedrich Gauss,German
Johann Friedrich Pfaff,Carl Gauss,German
Johann Friedrich Pfaff,August Möbius,German
Johann Friedrich Pfaff,Karl Mollweide,German
Johann Listing,Edward Leamington Nichols,German
Bernhard Riemann,Gustav Roch,German
Bernhard Riemann,Eduard Selling,German
Moritz Cantor,Karl Bopp,German
Joseph-Louis Lagrange,Siméon Poisson,
Joseph-Louis Lagrange,Joseph Fourier,
Joseph-Louis Lagrange,Giovanni Plana,
Joseph-Louis Lagrange,Siméon Poisson,
Joseph-Louis Lagrange,Giovanni Plana,
Pierre-Simon Laplace,Siméon Poisson,
Pierre-Simon Laplace,Siméon Poisson,
Pierre-Simon Laplace,Napoleon Bonaparte,
Michel Chasles,Jean Gaston Darboux,
Michel Chasles,Hubert Anson Newton,
Michel Chasles,Gaston Darboux,
Michel Chasles,Hubert Newton,
Johann Encke,Leopold Kronecker,
Kurt Hensel,Jessie Forbes Cameron,German
Kurt Hensel,Abraham Fraenkel,German
Kurt Hensel,Helmut Hasse,German
Kurt Hensel,Reinhold Strassmann,German
Clarence Adams,Anthony Morse,
Clarence Adams,James A. Clarkson,
Clarence Adams,Albert Wilansky,
Robert D. Carmichael,William Martin,
Bernard Koopman,Francis J. Murray,
Marston Morse,Emilio Baiada,
Marston Morse,Nancy Cole,
Marston Morse,Gustav Hedlund,
Marston Morse,Sumner Myers,
Marston Morse,Everett Pitcher,
Marston Morse,Arthur Sard,
Marshall H. Stone,Holbrook MacNeille,
Marshall H. Stone,John W. Calkin,
Marshall H. Stone,William Frederick Eberlein,
Marshall H. Stone,Edwin Hewitt,
Marshall H. Stone,George Mackey,
Marshall H. Stone,Richard V. Kadison,
Marshall H. Stone,Bernard A. Galler,
Marshall H. Stone,Ádám Korányi,
Marshall H. Stone,Richard Kadison,
Hassler Whitney,R. Eliot Chamberlin,
Hassler Whitney,James Eells,
Hassler Whitney,Wilfred Kaplan,
Hassler Whitney,Paul Olum,
Hassler Whitney,Herbert Robbins,
Hassler Whitney,Herbert Ellis Robbins,
David Widder,Donald J. Newman,
David Widder,R. Creighton Buck,
David Widder,"Ralph P. Boas, Jr.",
David Widder,Solomon W. Golomb,
David Widder,Deborah Tepper Haimo,
David Widder,I. I. Hirschman,
David Widder,Harry Pitt,
David Widder,Harry Pollard,
David Widder,"Ralph Philip Boas, Jr.",
Joseph L. Walsh,Joseph Leo Doob,American
Joseph L. Walsh,Orin J. Farrell,American
Joseph L. Walsh,Maurice Heins,American
Joseph L. Walsh,Donald J. Newman,American
Joseph L. Walsh,Theodore J. Rivlin,American
Joseph L. Walsh,Edward B. Saff,American
Joseph L. Walsh,Richard S. Varga,American
Joseph L. Walsh,Joseph L. Doob,American
David Blackwell,David Matula,
David Blackwell,Roger J-B Wets,
Paul Halmos,Errett Bishop,
Paul Halmos,Bernard A. Galler,
Paul Halmos,Donald Sarason,
Paul Halmos,V. S. Sunder,
Gilbert Bliss,Magnus Hestenes,
Gilbert Bliss,Lloyd Dines,
Gilbert Bliss,A. S. Householder,
Gilbert Bliss,Mary Landers,
Gilbert Bliss,Gillie Larew,
Gilbert Bliss,Edward McShane,
Gilbert Bliss,D. M. Smith,
Gilbert Bliss,Marion E. Stark,
Gilbert Bliss,James H. Taylor,
Lawrence Murray Graves,Edward McShane,
Carl Gustav Jacob Jacobi,Friedrich Richelot,
Carl Gustav Jacob Jacobi,Otto Hesse,
Carl Gustav Jacob Jacobi,Paul Gordan,
Carl Gustav Jacob Jacobi,Friedrich Julius Richelot,
Heinrich Schröter,Victor Eberhard,
Heinrich Schröter,Moritz Pasch,
Heinrich Schröter,Jakob Rosanes,
Heinrich Schröter,Rudolf Sturm,
Olaus Henrici,G. B. Mathews,Germany
Olaus Henrici,Raphael Weldon,Germany
Gustav Kirchhoff,Loránd Eötvös,
Gustav Kirchhoff,Edward Leamington Nichols,
Gustav Kirchhoff,Gabriel Lippmann,
Gustav Kirchhoff,Dmitri Ivanovich Mendeleev,
Gustav Kirchhoff,Max Planck,
Gustav Kirchhoff,Jules Piccard,
Gustav Kirchhoff,Max Noether,
Gustav Kirchhoff,Heike Kamerlingh Onnes,
Gustav Kirchhoff,Ernst Schröder,
Max Noether,Richard Baldus,
Max Noether,Emanuel Lasker,
Max Noether,William Osgood,
Max Noether,Hans Reichenbach,
Wilhelm Scheibner,William Edward Story,
Wilhelm Scheibner,Emil Weyr,
Solomon Lefschetz,Clifford Truesdell,
Solomon Lefschetz,Edward Begle,
Solomon Lefschetz,Richard Bellman,
Solomon Lefschetz,Felix Browder,
Solomon Lefschetz,Clifford Dowker,
Solomon Lefschetz,George F. D. Duff,
Solomon Lefschetz,Ralph Fox,
Solomon Lefschetz,Ralph Gomory,
Solomon Lefschetz,John McCarthy,
Solomon Lefschetz,Robert Prim,
Solomon Lefschetz,Paul A. Smith,
Solomon Lefschetz,Norman Steenrod,
Solomon Lefschetz,Arthur Harold Stone,
Solomon Lefschetz,Albert W. Tucker,
Solomon Lefschetz,John Tukey,
Solomon Lefschetz,Henry Wallman,
Solomon Lefschetz,Shaun Wylie,
Solomon Lefschetz,John Wilder Tukey,
Otto Wilhelm Fiedler,Emil Weyr,
Otto Wilhelm Fiedler,Marcel Grossmann,
Carl Gottfried Neumann,Emil Weyr,German
Carl Gottfried Neumann,William Edward Story,German
Wilhelm Wirtinger,Teaching activity,
Klaus Schmidt,Giles Atkinson,Austrian
Klaus Schmidt,Roger Butler,Austrian
Klaus Schmidt,Zaqueu Coelho,Austrian
Klaus Schmidt,Manfred Einsiedler,Austrian
Klaus Schmidt,Ulrich Haboeck,Austrian
Klaus Schmidt,Andrew Harding,Austrian
Klaus Schmidt,Jane M. Hawkins,Austrian
Klaus Schmidt,David Pask,Austrian
Klaus Schmidt,Geoffrey Riley,Austrian
Klaus Schmidt,Thomas Ward,Austrian
Robert F. Tichy,Michael Drmota,Austrian
Robert F. Tichy,Martin Goldstern,Austrian
Joseph Fels Ritt,Howard Levi,
Joseph Fels Ritt,Ellis Kolchin,
Joseph Fels Ritt,Edgar Lorch,
Fritz Bopp,Friedrich L. Bauer,German
Fritz Bopp,Rudolf Haag,German
Fritz Bopp,Klaus Samelson,German
Fritz Bopp,Friedrich Ludwig Bauer,German
David Gries,Michele Allison Joseph,
Josef Stoer,Bingsheng He,
Ernst Leonard Lindelöf,Rolf Herman Nevanlinna,Finnish
Ernst Leonard Lindelöf,Rolf Nevanlinna,Finnish
Lars Ahlfors,Paul Garabedian,
Lars Ahlfors,Dale Husemoller,
Lars Ahlfors,James A. Jenkins,
Lars Ahlfors,Albert Marden,
Lars Ahlfors,Robert Osserman,
Lars Ahlfors,Henry Pollak,
Lars Ahlfors,Halsey Royden,
Lars Ahlfors,George Springer,
Leo Sario,Burton Rodin,Finnish
Leo Sario,Abraham Silvers,Finnish
Leo Sario,Dennis Hada,Finnish
Gustav Elfving,Pentti Suomela,Finnish
András Frank,András Sebő,Hungary
András Frank,Éva Tardos,Hungary
Enrico Fermi,Marvin L. Goldberger,
Enrico Fermi,Harold Agnew,
Enrico Fermi,Edoardo Amaldi,
Enrico Fermi,Owen Chamberlain,
Enrico Fermi,Geoffrey Chew,
Enrico Fermi,Mildred Dresselhaus,
Enrico Fermi,Jerome Friedman,
Enrico Fermi,Richard Garwin,
Enrico Fermi,Marvin Goldberger,
Enrico Fermi,Tsung-Dao Lee,
Enrico Fermi,Ettore Majorana,
Enrico Fermi,Arthur Rosenfeld,
Enrico Fermi,Emilio Segrè,
Enrico Fermi,Sam Treiman,
Fred Gilman,Mark B. Wise,
Fred Gilman,Mark Wise,
Robert Delbourgo,Peter D. Jarvis,Australian
Walter Gilbert,George M. Church,
Walter Gilbert,Helen Donis-Keller,
Walter Gilbert,Jack Greenblatt,
Walter Gilbert,Gerald Guralnik,
Walter Gilbert,Benno Müller-Hill,
Walter Gilbert,George Church,
John Polkinghorne,David Fairlie,
John Polkinghorne,Peter Goddard,
John Polkinghorne,Peter Landshoff,
John Polkinghorne,Sir Tom Kibble,
John Polkinghorne,James Stirling,
Riazuddin,Masud Ahmad,Pakistani
John Taylor,Ray Streater,
John Taylor,Paul Frampton,
John Taylor,John Harnad,
John Taylor,David Olive,
John Taylor,Douglas Ross,
John Taylor,Raymond Streater,
Christopher Llewellyn Smith,John Wheater,
Christopher Llewellyn Smith,Ian Hinchliffe,
Crispin Gardiner,Monika Ritsch-Marte,
Peter W. Higgs,Lalit Mohan Nath,
Peter W. Higgs,Lewis Ryder,
Peter W. Higgs,David Wallace,
Peter W. Higgs,Christopher Bishop,
Eduardo Fradkin,Eun-Ah Kim,
Eduardo Fradkin,Antonio H. Castro Neto,
Murray Gell-Mann,Kenneth G. Wilson,
Murray Gell-Mann,Sidney Coleman,
Murray Gell-Mann,Rod Crewther,
Murray Gell-Mann,James Hartle,
Murray Gell-Mann,Christopher T. Hill,
Murray Gell-Mann,Barton Zwiebach,
Murray Gell-Mann,Sidney R. Coleman,
H. R. Krishnamurthy,Madan Rao,Indian
H. R. Krishnamurthy,Pinaki Majumdar,Indian
H. R. Krishnamurthy,Tathagat Avatar Tulsi,Indian
David Thouless,J. Michael Kosterlitz,
Pascal Vitali Fua,Raquel Urtasun,
Darrell Duffie,Monika Piazzesi,Canadian
Darrell Duffie,Lasse Heje Pedersen,Canadian
Richard Mattson,John Hopcroft,
Richard Mattson,John Edward Hopcroft,
M. J. Seaton,Paul C. W. Davies,
M. J. Seaton,Paul Davies,
M. J. Seaton,Helen Mason,
Viktor von Lang,Franz S. Exner,
Viktor von Lang,Franz Serafin Exner,
Viktor von Lang,Franz-Serafin Exner,
Marian Smoluchowski,Józef Patkowski,Polish
Marian Smoluchowski,Stanisław Loria,Polish
Marian Smoluchowski,Wacław Dziewulski,Polish
Lise Meitner,Arnold Flammersfeld,
Lise Meitner,Kan-Chang Wang,
Lise Meitner,Nikolaus Riehl,
Felix Ehrenhaft,Georg Stetter,Austrian
Felix Ehrenhaft,Walter Thirring,Austrian
Karl Lark-Horovitz,Hellmut Fritzsche,
Vincent Moncrief,Edward Seidel,
Carlton M. Caves,Samuel L. Braunstein,
Carlton M. Caves,Michael Nielsen,
William H. Press,Ethan Vishniac,
William H. Press,David Spergel,
William H. Press,Robert Brandenberger,
William H. Press,Adam Riess,
Arthur Jaffe,Ezra Getzler,American
Arthur Jaffe,Joel Feldman,American
Arthur Jaffe,Clifford Taubes,American
Jerrold Marsden,Graciela Chichilnisky,Canadian
Jerrold Marsden,Tudor Ratiu,Canadian
Ralph Fowler,Maurice Pryce,
Ralph Fowler,Harrie Massey,
Ralph Fowler,Paul Dirac,
Michael Fisher,Jill Bonner,
Michael Fisher,Gunduz Caginalp,
Michael Fisher,Andrea Liu,
Michael Fisher,Graeme Milton,
Michael Fisher,David R. Nelson,
Donald Lynden-Bell,Ofer Lahav,
Donald Lynden-Bell,Somak Raychaudhury,
Donald Lynden-Bell,Simon White,
Samuel Frederick Edwards,Elliott H. Lieb,
Samuel Frederick Edwards,Monica Olvera de la Cruz,
Samuel Frederick Edwards,Michael Cates,
Samuel Frederick Edwards,Nigel Goldenfeld,
Gerald Edward Brown,Elliott H. Lieb,
Gerald Edward Brown,Che-Ming Ko,
Gerald Edward Brown,Kevin S. Bedell,
Robert Pound,Michio Kaku,
Robert Pound,Glen Rebka,
Robert Pound,Neil S. Sullivan,
Jürg Fröhlich,Giovanni Felder,Swiss
David M. Kreps,Robert Gibbons,
David M. Kreps,Chi-fu Huang,
Parag Pathak,Gabriel Carroll,American
Andrzej Skrzypacz,Yuliy Sannikov,
Joseph Shalika,Freydoon Shahidi,American
Joseph Shalika,Ramin Takloo-Bighash,American
Joseph Schumpeter,James Tobin,
Joseph Schumpeter,Ferdinand A. Hermens,
Joseph Schumpeter,Paul Samuelson,
Joseph Schumpeter,Anne Carter,
Joseph Schumpeter,Nicholas Georgescu-Roegen,
Joseph Schumpeter,Hyman Minsky,
Edmund Phelps,Gylfi Zoega,United States
Janet Yellen,Charles Engel,
Marcel Kessel Richter,Andreu Mas-Colell,
Ioan James,Michael J. Hopkins,
Ioan James,Jim Stasheff,
Ioan James,Wilson Sutherland,
Ferdinand Georg Frobenius,Konrad Knopp,German
Ferdinand Georg Frobenius,Richard Fuchs,German
Ferdinand Georg Frobenius,Edmund Landau,German
Ferdinand Georg Frobenius,Issai Schur,German
Ferdinand Georg Frobenius,Walter Schnee,German
Karl Pearson,Philip Hall,
Karl Pearson,John Wishart,
Karl Pearson,Julia Bell,
Karl Pearson,Nicholas Georgescu-Roegen,
Brian Hartley,Ian Stewart,
Derek Taunt,Roger Carter,British
A. E. H. Love,G. H. Hardy,England
A. E. H. Love,G.H. Hardy,England
E. T. Whittaker,G. H. Hardy,
E. T. Whittaker,Alexander Aitken,
E. T. Whittaker,George C. McVittie,
E. T. Whittaker,R. S. Vaidyanathaswamy,
E. T. Whittaker,G. N. Watson,
E. T. Whittaker,G.H. Hardy,
E. T. Whittaker,W. V. D. Hodge,
Mary Cartwright,Walter Hayman,
Mary Cartwright,Elizabeth McHarg,
Edward Linfoot,Emil Wolf,
Harry Pitt,Clive Granger,
Robert Rankin,Michael P. Drazin,
Donald Spencer,Patrick X. Gallagher,American
Donald Spencer,Pierre Conner,American
Donald Spencer,Phillip Griffiths,American
Donald Spencer,Robert Hermann,American
Donald Spencer,Roger Horn,American
Donald Spencer,Louis Howard,American
Donald Spencer,Joseph J. Kohn,American
Donald Spencer,Suresh H. Moolgavkar,American
Donald Spencer,John McCarthy,American
Donald Spencer,Joseph Kohn,American
Don Zagier,Maryna Viazovska,United States
Don Zagier,Svetlana Katok,United States
Don Zagier,Maxim Kontsevich,United States
Don Zagier,Joseph Oesterlé,United States
Werner Müller,Maryna Viazovska,
John Coleman Moore,William Browder,
John Coleman Moore,Paul Baum,
John Coleman Moore,Robin Hartshorne,
John Coleman Moore,Eric Lander,
John Coleman Moore,J. Peter May,
John Coleman Moore,Haynes Miller,
John Coleman Moore,Joseph Neisendorfer,
John Coleman Moore,Michael Rosen,
John Coleman Moore,Jim Stasheff,
John Coleman Moore,Richard Swan,
John Coleman Moore,Robert Thomason,
Alejandro Adem,Bernardo Uribe,Canada
Sylvain Cappell,Shmuel Weinberger,Belgian American
Michael Freedman,Ian Agol,
George Lusztig,Corrado de Concini,
George Lusztig,Ian Grojnowski,
George Lusztig,Xuhua He,
Dennis Sullivan,Harold Abelson,American
Dennis Sullivan,Curtis T. McMullen,American
Dennis Sullivan,Hal Abelson,American
Dennis Sullivan,Curtis McMullen,American
Peter K. Henrici,Gilbert Strang,Switzerland
Peter K. Henrici,William B. Gragg,Switzerland
Solomon Feferman,Jon Barwise,
Solomon Feferman,Carolyn Talcott,
Haim Gaifman,Arnon Avron,
Bjarni Jónsson,Peter Fillmore,
Bjarni Jónsson,Frederick Galvin,
Howard Jerome Keisler,Frederick Rowbottom,
Richard Montague,Nino Cocchiarella,American
Richard Montague,Hans Kamp,American
Andrzej Mostowski,Andrzej Ehrenfeucht,Poland
Andrzej Mostowski,Moshé Machover,Poland
Andrzej Mostowski,Helena Rasiowa,Poland
Andrzej Mostowski,Roman Sikorski,Poland
Robert Vaught,James Baumgartner,
Robert Vaught,Ronald Fagin,
Robert Vaught,Julia Knight,
Robert Vaught,Jack Silver,
Robert Vaught,Michael D. Morley,
Elias Stein,William E. Beckner,American
Elias Stein,Charles Fefferman,American
Elias Stein,Philip Gressman,American
Elias Stein,C. Robin Graham,American
Elias Stein,David Jerison,American
Elias Stein,Steven G. Krantz,American
Elias Stein,Lillian Pierce,American
Elias Stein,Duong Hong Phong,American
Elias Stein,Christopher D. Sogge,American
Elias Stein,Hart F. Smith,American
Elias Stein,Robert Strichartz,American
Elias Stein,Terence Tao,American
Elias Stein,Sundaram Thangavelu,American
Elias Stein,Gregg Zuckerman,American
Joseph J. Kohn,Steven G. Krantz,
Joseph J. Kohn,David Catlin,
Joseph J. Kohn,Gerald Folland,
Joseph J. Kohn,Pengfei Guan,
Joseph J. Kohn,Mei-Chi Shaw,
Paul Cohen,Peter Sarnak,
Alex Eskin,Moon Duchin,American
Alex Eskin,Simion Filip,American
Kannan Soundararajan,Maksym Radziwill,
Siméon Poisson,Joseph Liouville,
Siméon Poisson,Michel Chasles,
Louis Jacques Thénard,Joseph Liouville,
Eugène Charles Catalan,François Deruyts,
Eugène Charles Catalan,Charles Hermite,
Eugène Charles Catalan,Constantin Le Paige,
Pavel Alexandrov,Aleksandr Kurosh,Soviet Union
Pavel Alexandrov,Lev Pontryagin,Soviet Union
Pavel Alexandrov,Yu. M. Smirnov,Soviet Union
Pavel Alexandrov,Petru Soltan,Soviet Union
Pavel Alexandrov,Andrey Tikhonov,Soviet Union
Pavel Alexandrov,Lev Tumarkin,Soviet Union
Nikolai Luzin,Pavel Alexandrov,Russia
Nikolai Luzin,Pavel Aleksandrov,Russia
Nikolai Luzin,Nina Bari,Russia
Nikolai Luzin,Aleksandr Khinchin,Russia
Nikolai Luzin,Andrey Kolmogorov,Russia
Nikolai Luzin,Alexander Kronrod,Russia
Nikolai Luzin,Mikhail Lavrentyev,Russia
Nikolai Luzin,Alexey Lyapunov,Russia
Nikolai Luzin,Lazar Lyusternik,Russia
Nikolai Luzin,Pyotr Novikov,Russia
Nikolai Luzin,Lev Schnirelmann,Russia
Nikolai Luzin,Pavel Urysohn,Russia
Nikolai Luzin,Dmitrii Menshov,Russia
Nikolai Luzin,Pavel Alexandrov,Russia
Nikolai Luzin,Pavel Sergeevich Aleksandrov,Russia
Nikolai Luzin,Dmitrii Menshov,Russia
Nikolai Luzin,Andrei N. Kolmogorov,Russia
Nikolai Luzin,Aleksandr Khinchin,Russia
Nikolai Luzin,Andrei Nikolayevich Kolmogorov,Russia
Nikolai Luzin,Andrei Kolmogorov,Russia
Nikolai Luzin,Andrey Nikolaevich Kolmogorov,Russia
Nikolai Luzin,Lazar Aronovich Lusternik,Russia
Ivan Petrovsky,Olga Ladyzhenskaya,
Ivan Petrovsky,Yevgeniy Landis,
Ivan Petrovsky,Olga Oleinik,
Ivan Petrovsky,Sergei Godunov,
Ivan Petrovsky,Aleksei Filippov,
Dmitrii Menshov,Alexander Brudno,
Dmitrii Menshov,Sergey Stechkin,
Dmitrii Menshov,Hoàng Tụy,
Carl Stumpf,Edmund Husserl,
Carl Stumpf,Wolfgang Köhler,
Carl Stumpf,Kurt Lewin,
Charles Loewner,Lipman Bers,
Charles Loewner,William J. Firey,
Charles Loewner,Adriano Garsia,
Charles Loewner,Roger Horn,
Charles Loewner,Pao Ming Pu,
Ernst Schering,Carl Johannes Thomae,
Ernst Schering,Gottlob Frege,
Ernst Schering,Karl Heun,
Ernst Schering,Robert Haussner,
Ernst Schering,August Tafelmacher,
Max Delbrück,Lily Jan,
Max Delbrück,Yuh Nung Jan,
Max Delbrück,Ernst Peter Fischer,
Max Delbrück,Charles M. Steinberg,
Maria Goeppert-Mayer,Robert G. Sachs,
Friedrich Hund,Harry Lehmann,German
Friedrich Hund,Carl Friedrich von Weizsäcker,German
Friedrich Hund,Jürgen Schnakenberg,German
Friedrich Hund,Edward Teller,German
Pascual Jordan,Jürgen Ehlers,
Pascual Jordan,Engelbert Schücking,
J. Robert Oppenheimer,Samuel W. Alderson,
J. Robert Oppenheimer,David Bohm,
J. Robert Oppenheimer,Robert Christy,
J. Robert Oppenheimer,Sidney Dancoff,
J. Robert Oppenheimer,Stan Frankel,
J. Robert Oppenheimer,Willis Eugene Lamb,
J. Robert Oppenheimer,Harold Lewis,
J. Robert Oppenheimer,Philip Morrison,
J. Robert Oppenheimer,Arnold Nordsieck,
J. Robert Oppenheimer,Melba Phillips,
J. Robert Oppenheimer,Hartland Snyder,
J. Robert Oppenheimer,George Volkoff,
J. Robert Oppenheimer,Willis Lamb,
Lothar Wolfgang Nordheim,Walter Goad,
Victor Frederick Weisskopf,J. Bruce French,
Victor Frederick Weisskopf,David H. Frisch,
Victor Frederick Weisskopf,Kerson Huang,
Victor Frederick Weisskopf,J. David Jackson,
Victor Frederick Weisskopf,Murray Gell-Mann,
Victor Frederick Weisskopf,Kurt Gottfried,
Victor Frederick Weisskopf,Raymond Stora,
Victor Frederick Weisskopf,Lawrence Biedenharn,
Victor Frederick Weisskopf,J.D. Jackson,
Johannes Peter Müller,Hermann von Helmholtz,German
Johannes Peter Müller,Rudolf Virchow,German
Johannes Peter Müller,Hermann Helmholtz,German
Albert A. Michelson,Robert Millikan,
Albert A. Michelson,William Smythe,
Wilhelm Wien,Gabriel Holtsmark,
Wilhelm Wien,Eduard Rüchardt,
Max Planck,Erich Kretschmann,
Max Planck,Gustav Ludwig Hertz,
Max Planck,Julius Edgar Lilienfeld,
Max Planck,Max Abraham,
Max Planck,Max von Laue,
Max Planck,Moritz Schlick,
Max Planck,Walter Schottky,
Max Planck,Walther Bothe,
Max Planck,Walther Meissner,
Max Planck,Richard Becker,
Max Planck,Gustav Hertz,
Heinrich Hertz,Vilhelm Bjerknes,
Gabriel Lippmann,Marie Curie,
Gabriel Lippmann,Pierre Curie,
Gabriel Lippmann,Paul Langevin,
Otto Lummer,George Ernest Gibson,
Otto Lummer,Hedwig Kohn,
Michael I. Pupin,Robert Andrews Millikan,
Michael I. Pupin,Edwin Howard Armstrong,
Arthur Gordon Webster,Mildred Allen,
Arthur Gordon Webster,Robert Goddard,
Arthur Gordon Webster,Albert Potter Wills,
David Eisenbud,Craig Huneke,American
David Eisenbud,Mircea Mustaţă,American
David Eisenbud,Irena Peeva,American
David Eisenbud,Frank-Olaf Schreyer,American
Irving Kaplansky,Hyman Bass,
Irving Kaplansky,Susanna S. Epp,
Irving Kaplansky,Günter Lumer,
Irving Kaplansky,Eben Matlis,
Irving Kaplansky,Jacob Matijevic,
Irving Kaplansky,Donald Ornstein,
Irving Kaplansky,Ed Posner,
Irving Kaplansky,Alex F. T. W. Rosenberg,
Irving Kaplansky,Joseph J. Rotman,
Irving Kaplansky,Judith D. Sally,
Irving Kaplansky,Harold Widom,
Roger Lyndon,Joseph Kruskal,
Robert Solovay,Matthew Foreman,American
Robert Solovay,Judith Roitman,American
Robert Solovay,W. Hugh Woodin,American
John G. Thompson,R. L. Griess,
John G. Thompson,Richard Lyons,
John G. Thompson,Charles Sims,
John G. Thompson,Nick Patterson,
Leopold Gegenbauer,Ernst S. Fischer,
Paul T. Bateman,George B. Purdy,
Leonid Kulikov,Alexander Soifer,
László Fejes Tóth,Béla Bollobás,
Frank Adams,Béla Bollobás,
Frank Adams,Peter Johnstone,
Frank Adams,Andrew Ranicki,
Frank Adams,C. T. C. Wall,
Frank Adams,Lam Siu-por,
József Balogh,Wojciech Samotij,
Timothy Gowers,David Conlon,
Timothy Gowers,Ben Green,
Timothy Gowers,Tom Sanders,
Timothy Gowers,Ben Green,
Kai Lai Chung,Cyrus Derman,Republic of China
Kai Lai Chung,J. Michael Steele,Republic of China
Kai Lai Chung,Ruth Jeannette Williams,Republic of China
Ulf Grenander,Per Martin-Löf,
Herman Wold,Sten Malmquist,Swedish
Herman Wold,Peter Whittle,Swedish
Herman Wold,Karl Jöreskog,Swedish
Herman Wold,Karl Gustav Jöreskog,Swedish
Irving Segal,John C. Baez,
Irving Segal,Robert J. Blattner,
Irving Segal,Lester Dubins,
Irving Segal,Henry Dye,
Irving Segal,Abel Klein,
Irving Segal,Bertram Kostant,
Irving Segal,Ray Kunze,
Irving Segal,Ernest Michael,
Irving Segal,Edward Nelson,
Irving Segal,David Shale,
Irving Segal,Isadore Singer,
Irving Segal,W. Forrest Stinespring,
Irving Segal,Walter A. Strauss,
Irving Segal,Isadore M. Singer,
Germund Dahlquist,Gunilla Kreiss,Sweden
Branko Grünbaum,Leah Berman,Yugoslav American
Branko Grünbaum,Joram Lindenstrauss,Yugoslav American
Branko Grünbaum,Micha Perles,Yugoslav American
Joram Lindenstrauss,Assaf Naor,
Joram Lindenstrauss,Gideon Schechtman,
Stefan Bergman,Michael Bahir Maschler,
Gyula Vályi,F. Riesz,
Alfréd Rényi,Imre Csiszár,Hungarian
Alfréd Rényi,Gyula O. H. Katona,Hungarian
Alfréd Rényi,János Komlós,Hungarian
Alfréd Rényi,András Prékopa,Hungarian
Alfréd Rényi,Gábor Székely,Hungarian
Aurel Friedrich Wintner,Shlomo Sternberg,
Aurel Friedrich Wintner,Philip Hartman,
Wallace Clement Sabine,Percy Williams Bridgman,
Wallace Clement Sabine,Percy Bridgman,
John Hasbrouck Van Vleck,Robert Serber,United States
John Hasbrouck Van Vleck,Edward Mills Purcell,United States
John Hasbrouck Van Vleck,Philip Anderson,United States
John Hasbrouck Van Vleck,Thomas Kuhn,United States
John Hasbrouck Van Vleck,John Atanasoff,United States
John Hasbrouck Van Vleck,Arianna Rosenbluth,United States
John Hasbrouck Van Vleck,Carol Jane Anger Rieke,United States
John Hasbrouck Van Vleck,Philip Warren Anderson,United States
John Hasbrouck Van Vleck,Philip W. Anderson,United States
John Clarke Slater,Nathan Rosen,
John Clarke Slater,Marvin Chodorow,
John Clarke Slater,David S. Saxon,
John Clarke Slater,William Shockley,
John Clarke Slater,Fernando J. Corbató,
John Clarke Slater,Donald Merrifield,
Jerome H. Saltzer,David P. Reed,
Jerome H. Saltzer,David D. Clark,
Jerome H. Saltzer,Deborah Estrin,
Jerome H. Saltzer,Roger R. Schell,
Jerome H. Saltzer,Michael Schroeder,
S. Chaplygin,Nikolai Kochin,Russia
Leonid Kantorovich,Svetlozar Rachev,Soviet
Sergei Sobolev,Olga Ladyzhenskaya,
Émile Borel,Paul Dienes,French
Émile Borel,Henri Lebesgue,French
Émile Borel,Paul Montel,French
Émile Borel,Georges Valiron,French
Émile Borel,Nicholas Georgescu-Roegen,French
Élie Cartan,Charles Ehresmann,
Élie Cartan,Mohsen Hashtroodi,
Élie Cartan,Kentaro Yano,
Édouard Goursat,Georges Darmois,French
Édouard Goursat,Dumitru Ionescu,French
Émile Picard,Sergei Bernstein,
Émile Picard,Paul Dubreil,
Émile Picard,Jacques Hadamard,
Émile Picard,Gaston Julia,
Émile Picard,Traian Lalescu,
Émile Picard,Philippe Le Corbeiller,
Émile Picard,Paul Painlevé,
Émile Picard,Mihailo Petrović,
Émile Picard,Simion Stoilow,
Émile Picard,Ernest Vessiot,
Émile Picard,Henri Villat,
Émile Picard,André Weil,
